id,axis1,axis2,type
NWS_12_2015,-1.5463164059819718,2.233068364153494,sites
NWS_12_2016,0.13917865815025296,0.8848271241249488,sites
NWS_12_2017,0.40772966947098255,0.8413727327883507,sites
NWS_12_2018,0.4799714284711843,0.26316542505522195,sites
NWS_13_2015,0.5076981902420871,1.5700131294825304,sites
NWS_13_2016,1.8498222339696895,0.5628011239454155,sites
NWS_13_2018,2.865768354233995,-1.417956430403637,sites
NWS_14_2015,-0.7375502146592956,1.5639199081081323,sites
NWS_14_2016,0.8382464295966768,0.3352701827609025,sites
NWS_14_2017,1.1933226871778588,0.02217929845965103,sites
NWS_14_2018,1.46009182924618,-0.8811013402003034,sites
NWS_15_2016,1.6220983998921539,0.8411487586601183,sites
NWS_15_2017,2.455021371453518,-0.2844156830956872,sites
NWS_15_2018,2.0611359769357396,-0.21762339216462,sites
NWS_16_2018,-0.15819708054480602,-2.8004663871712663,sites
NWS_17_2015,-0.6789614686787211,-1.0757538248975047,sites
NWS_18_2016,1.9512708700298613,0.34156982549434955,sites
NWS_18_2017,2.439304510557484,-0.09751691645134858,sites
NWS_19_2015,-0.7637902299606991,1.5587887648206282,sites
NWS_19_2016,0.6618237662893228,0.3645643269515595,sites
NWS_19_2017,1.0077163090657428,0.13836031848659835,sites
NWS_19_2018,0.6842897485641392,0.15401973699075547,sites
NWS_1_2015,-1.6530823271318635,0.9384468646351061,sites
NWS_1_2016,-0.6091177883452868,0.21847404950305732,sites
NWS_1_2017,-0.27422854544370345,0.06524442779235065,sites
NWS_1_2018,-0.01572314831699536,-0.6112899148418246,sites
NWS_20_2015,-2.288486554606452,-0.4974552024185661,sites
NWS_20_2016,-0.7832548884772654,-1.784329085389359,sites
NWS_20_2017,-0.4399153492491631,-1.8986561466509582,sites
NWS_20_2018,-0.7416591245130207,-2.044275444135846,sites
NWS_21_2017,0.9437689718673542,-2.3004671430555454,sites
NWS_22_2015,-1.7532929492659364,1.0224647898473551,sites
NWS_22_2016,-0.14372405330554916,-0.300736112875741,sites
NWS_22_2017,0.4822700299198841,-0.9018334213768466,sites
NWS_22_2018,0.07411745357167947,-0.8684313721229422,sites
NWS_23_2015,-0.8050275223829303,1.4367718650378216,sites
NWS_23_2016,0.5048715138710376,0.42882399073019173,sites
NWS_23_2017,0.7866121193758,0.26341298357867615,sites
NWS_23_2018,0.9754006799100148,-0.5034228550386336,sites
NWS_25_2017,1.122400630802487,0.014043959143616086,sites
NWS_26_2015,-0.9148724931735756,1.7191609834062422,sites
NWS_26_2017,1.0775704087852573,-0.02165709952461764,sites
NWS_27_2015,-0.34582452515334383,1.192704612523181,sites
NWS_27_2016,1.203565712921989,-0.045322286791438404,sites
NWS_27_2017,1.6071268047623402,-0.32304801208474887,sites
NWS_28_2015,-1.065990702197076,1.7466184641636362,sites
NWS_28_2016,0.37853626323560213,0.5954548518663569,sites
NWS_28_2017,0.8864877743688749,0.18440352764793244,sites
NWS_28_2018,0.9454766898016267,-0.4594288549439862,sites
NWS_2_2015,-1.3054348055787461,2.0892738152368047,sites
NWS_2_2016,0.10419084683049165,0.9711841155711929,sites
NWS_2_2017,0.7268438375913863,0.40452656776049223,sites
NWS_2_2018,0.747478821245454,0.031591976111055575,sites
NWS_30_2015,-0.8452354078707218,-0.7774546137201238,sites
