id,axis1,axis2,type
SWS_11_2015,0.263578892026619,-2.134620302346185,sites
SWS_11_2016,0.3662724366606393,-1.673818854190515,sites
SWS_11_2017,0.4544107914553509,-1.0928297944754657,sites
SWS_11_2018,0.5300572881898533,-0.4086908204844329,sites
SWS_17_2015,0.0880570747404304,-0.12449852340501655,sites
SWS_17_2016,0.14430079492569214,0.7198563870883147,sites
SWS_17_2017,0.31182770437767454,0.6453046483150996,sites
SWS_17_2018,0.33576660953956905,1.7564124216972674,sites
SWS_19_2015,0.049280374879287055,0.2408267418048613,sites
SWS_19_2016,0.17700735447177668,0.4949178144860726,sites
SWS_19_2017,0.33643009332151375,0.48728522407896796,sites
SWS_19_2018,-0.429136439027643,1.626449310872078,sites
SWS_23_2015,-1.9899665231780046,-0.8082317358805126,sites
SWS_23_2016,-1.8769563196484882,-0.43261877414182437,sites
SWS_23_2017,-2.083303188044009,-0.01642918208061847,sites
SWS_23_2018,-1.6917302192099595,0.6554608992398089,sites
SWS_26_2016,-2.0069170814837163,-0.40361183990544597,sites
SWS_26_2017,-1.8629071824296606,-0.283974884340193,sites
SWS_26_2018,-1.8044136848226098,0.5418027779103991,sites
SWS_29_2015,0.4754699167448224,-1.756190311689718,sites
SWS_29_2016,0.5691394922726617,-1.2208745971018453,sites
SWS_29_2017,0.7004710876238185,-0.9965481763012657,sites
SWS_29_2018,0.7554842665673283,-0.14203222947627042,sites
SWS_31_2015,0.26394131980212904,0.41480277934922755,sites
SWS_31_2016,0.2877881360303059,1.0073762866238334,sites
SWS_31_2017,0.5198924673676141,0.9188794554867356,sites
SWS_31_2018,0.5777644794990324,1.7497889542684708,sites
SWS_36_2015,-2.2398364647388225,-1.407572699834647,sites
SWS_36_2016,-2.2571641951589134,0.044289019215446104,sites
SWS_36_2017,-2.0440451112145452,-0.4067342474824528,sites
SWS_36_2018,-1.9843086426562297,0.4087797417058524,sites
SWS_38_2016,-1.4256436381037498,0.6539635951449703,sites
SWS_38_2017,-1.2962386477270533,0.8941987091920944,sites
SWS_38_2018,-1.1933710871598557,1.353563243119044,sites
SWS_42_2015,-0.09925813701228697,-0.15020180551164555,sites
SWS_42_2016,0.009637832668543761,0.25938391406321243,sites
SWS_42_2017,0.15936539809841693,0.3318079735419457,sites
SWS_42_2018,0.2161187363736972,1.1719547780797392,sites
SWS_44_2015,-1.7857547023675224,-0.6594168506172305,sites
SWS_44_2016,-1.7294985524727484,0.1848354231454779,sites
SWS_44_2017,-1.5489577371610255,0.0028230274101187086,sites
SWS_44_2018,-1.4943050197933823,0.8603154394231773,sites
SWS_48_2015,0.7789215251551119,-0.8931737773573208,sites
SWS_48_2016,0.8948154212915624,-0.5413725371231382,sites
SWS_48_2017,0.9882488323386615,-0.004106724653430857,sites
SWS_48_2018,1.0871513155713246,0.4879989263422139,sites
SWS_49_2015,1.1053531268244243,1.5603999406825182,sites
SWS_49_2016,1.1812482177491799,2.242486180061093,sites
SWS_49_2017,1.3256310080886151,2.35904403370766,sites
SWS_49_2018,1.4421712491197232,2.7055081639494536,sites
SWS_51_2015,0.39359515274443124,-1.5271303229930815,sites
SWS_51_2016,0.5349948128008316,-1.3859396539970261,sites
SWS_51_2017,0.6815652320144926,-1.287445864940084,sites
SWS_51_2018,0.762233331392104,-0.6447721301206903,sites
SWS_53_2015,0.8832272514312801,-0.8297945560678682,sites
SWS_53_2016,0.9933040435158123,-0.42995932590218294,sites
SWS_53_2017,1.1290854748724963,-0.2423768546645904,sites
SWS_53_2018,1.2374469670442834,0.17162224432705098,sites
SWS_56_2016,1.5676962394869316,0.4954239881160197,sites
SWS_56_2017,1.6879653933718333,0.8110970991709527,sites
SWS_56_2018,1.776290193809235,1.390546607926659,sites
SWS_58_2015,-0.0045957405290004,0.09647390154004579,sites
SWS_58_2016,0.23491810427378237,0.7257359821499129,sites
SWS_58_2017,0.23668834981156217,0.7216619198125392,sites
SWS_58_2018,0.11329142055699554,1.7511397348474569,sites
SWS_59_2015,-2.276114049947743,-1.070967079481863,sites
SWS_59_2016,-2.1982302055009644,-0.4053027170029466,sites
SWS_59_2017,-2.0386955992656137,-0.4138590379856572,sites
SWS_59_2018,-2.6539307372057617,0.7821995550745917,sites
Asclepias syriaca,-0.9107085482814129,1.1671207834693154,species
Asclepias tuberosa,0.4940751738558714,0.5802429248987122,species
Chamaecrista fasciculata,-0.7766714300983131,-0.12094813009292471,species
Coreopsis lanceolata,1.2685096426752869,-0.5037473826514487,species
Dalea purpurea,-0.006693980213331702,-0.13650512054613928,species
Desmodium illinoense,-0.866121993111246,-0.8074323997733874,species
Helianthus occidentalis,1.0556006233554,-0.3725557399997385,species
Lespedeza capitata,-0.41717677525916647,-0.7532093659445471,species
Lespedeza virginica,1.1091654602382255,0.08656864222684912,species
Lupinus perennis,0.9992910692820168,1.5029001526558516,species
Monarda fistulosa,0.11039552250742135,-1.135607149580807,species
Monarda punctata,1.6587857149876615,-2.66808767757968,species
Penstemon digitalis,0.12004906853904235,0.1384615624333666,species
Ratibida pinnata,0.23221145053476516,0.06177777567059439,species
Rudbeckia hirta,2.0540000743289104,-1.4615705093986429,species
Symphyotrichum ericoides,2.445461175510653,-2.7017620156389492,species
Verbena stricta,0.709835340482585,-0.8561071147005546,species
year,0.11459204749209252,0.4607198998131042,environment
treat.fall_0_33,-1.773109305965244,0.08662922825782898,environment
treat.spring_0_33,0.24845737404866855,0.8097557164546558,environment
treat.spring_1_33,0.6578398072897675,-0.810777282455347,environment
water_cap,0.3336077289643576,0.4386454910041858,environment
cover_non_seeded,-0.028847464092717025,0.23820423142026967,environment
cover_seeded_grass,-0.16789300532330925,0.12419859624682869,environment
sla,-0.6087534553390702,-0.6108680915474544,traits
height,-0.7336810477421098,0.19067545080666004,traits
seedmass,-0.30187969590017527,0.7684289473912652,traits
