id,axis1,axis2,type
NWS_11_2018,1.1086392921379746,-1.0847424615177221,sites
NWS_13_2015,1.2369754860545654,0.6874144870637281,sites
NWS_13_2016,1.142718127086473,0.9783145162861258,sites
NWS_13_2018,-0.35228667607101494,2.8187734237034787,sites
NWS_14_2015,-0.33242180223671147,-0.994790699236771,sites
NWS_14_2016,-0.42667916120480387,-0.7038906700143733,sites
NWS_14_2017,-0.791244813666959,-0.1525784651424812,sites
NWS_14_2018,-1.3585416862496609,0.594042871466532,sites
NWS_15_2016,1.2328208915844938,0.8915104577362942,sites
NWS_15_2017,0.3501643432587186,1.9419459992697177,sites
NWS_15_2018,0.2784326754151314,2.211145013854658,sites
NWS_18_2016,0.9625125980904311,1.1519226333857888,sites
NWS_18_2017,0.597946945628276,1.703234838257681,sites
NWS_27_2015,-0.33242180223671147,-0.994790699236771,sites
NWS_27_2016,-0.47623568167871533,-0.656148437811966,sites
NWS_27_2017,-0.7236677402934433,-0.21768150905485484,sites
NWS_29_2018,0.8833823808929222,-0.8677323151431433,sites
NWS_36_2015,1.5873848818254472,-2.1462413765307984,sites
NWS_36_2016,1.4007721892468834,-1.7663671872948237,sites
NWS_36_2017,0.5271259173709101,-0.7246120516163834,sites
NWS_36_2018,0.5229713229008386,-0.5205160809438172,sites
NWS_42_2015,1.564859190700942,-2.1245403618933407,sites
NWS_42_2018,1.063587909888964,-1.0413404322428064,sites
NWS_43_2017,0.688049710126297,1.6164307797078494,sites
NWS_43_2018,0.8641006446522673,1.6469186332807528,sites
NWS_44_2017,1.0902681954835407,-1.2671374175528305,sites
NWS_46_2015,-0.6928328602287951,-0.6475744650374449,sites
NWS_46_2016,-0.9672957481929294,-0.18306631871538415,sites
NWS_46_2018,-0.8855021726350512,0.13832156407991647,sites
NWS_47_2015,-0.33242180223671147,-0.994790699236771,sites
NWS_47_2016,-0.44920485232930907,-0.6821896553769154,sites
NWS_47_2017,-0.6110392846709172,-0.32618658224214425,sites
NWS_49_2017,1.3831021801021088,-1.549250607839783,sites
NWS_49_2018,0.9734851453909432,-0.9545363736929748,sites
NWS_56_2015,-0.7153585513533003,-0.625873450399987,sites
NWS_56_2016,-0.978558593755182,-0.1722158113966552,sites
NWS_56_2017,-1.1516558716590426,0.19463776905684493,sites
NWS_56_2018,-1.764004126490755,0.9846611349407739,sites
NWS_57_2015,-0.8955640803493422,-0.4522653333003239,sites
NWS_57_2016,-0.832141601445898,-0.31327240654013144,sites
NWS_57_2017,-1.0165017249120112,0.06443168123209765,sites
NWS_57_2018,-1.6739013619927343,0.8978570763909424,sites
NWS_5_2017,0.597946945628276,1.703234838257681,sites
NWS_5_2018,0.8190492624032568,1.6903206625556686,sites
NWS_9_2015,1.4306964297253102,0.5007857611815902,sites
NWS_9_2016,1.2778722738335042,0.8481084284613785,sites
NWS_9_2017,0.9133066213713492,1.3994206333332706,sites
NWS_9_2018,0.931677718025783,1.5818155893683792,sites
Asclepias tuberosa,-0.06362998009563159,0.678408663389241,species
Coreopsis lanceolata,0.7375573968467829,0.23236214387566587,species
Dalea purpurea,-0.18044047636683747,-0.8642342371477825,species
Desmodium illinoense,-1.885429705252179,0.7538879180473861,species
Drymocallis arguta,1.3939660883496567,-2.1103403866810213,species
Echinacea purpurea,1.2978187316615717,1.0315855870353128,species
Lespedeza capitata,-0.965894279464524,-0.3293563037948039,species
Monarda fistulosa,0.4543673493269611,-2.740234601542169,species
Monarda punctata,0.7899110922794965,0.04802958995945572,species
Penstemon digitalis,0.5432087953155851,-2.24952739854008,species
Penstemon hirsutus,1.8751948582129776,-0.4219011525497296,species
Ratibida pinnata,0.6796417446548509,-2.3239120647177267,species
Rudbeckia hirta,1.0913484447670634,1.06505128903847,species
Solidago rigida,1.0916055539303988,-2.11257124139726,species
Symphyotrichum ericoides,1.8065789343682757,-0.35540378662164207,species
Symphyotrichum laeve,1.0090138317826431,-1.8647774788483193,species
year,-0.1019585430059683,0.31466766589492046,environment
treat.fall_0_33,-0.8501488979916482,-0.1800807733808102,environment
treat.spring_0_33,1.1214668756568726,-1.381443784340991,environment
treat.spring_1_33,0.9670309926691861,1.2634132519076522,environment
cover_non_seeded,0,0,environment
cover_seeded_grass,-0.3361499019197028,0.32384329082820673,environment
sla,-0.8307974646442122,0.025528902168681103,traits
height,-0.3275041506307135,-0.8301219055294271,traits
seedmass,-0.4500184485778371,0.5569972146377885,traits
